,0,1,2,3,4
687,susun rencana bangun daerah tahun rencana kerja perintah daerah tahun selenggara cara jaring offline ruang rapat lobi kantor bupati buleleng bal senin,netral,"Penyusunan Rencana Pembangunan Daerah tahun 2023-2026 dan Rencana Kerja Pemerintah Daerah tahun 2023 yang diselenggarakan secara daring dan luring dari Ruang Rapat Lobi Kantor Bupati Buleleng, Bali, Senin (31/1).",2022-02-02 15:29:46+00:00,PDI_Perjuangan
688,cuaca aja tidak_pernah halang offline teman memang kara ujan es batu kelas kamu batal ,positif,"@Unsoedfess1963 cuaca mah ga pernah menghalangi luring cuy, emg ada pekara ujan es batu kelas lu cancel???? wkwkwk",2022-02-02 15:28:33+00:00,srotojogja
689,waktu rapat kampus offline tadi sempat bahas corona wave terus aku yang magang jawa bicara sini tidak_ lihat akibat susah omicron saja tidak_pernah pakai masker lama sini bangga kamu the anjing masalah sini,negatif,"Pas rapat UKM luring tadi kita sempet bahas tentang corona wave terus KU gua yg lagi magang di Jawa ngomong ""ahh disini ga ada keliatan deh dampak susahnya krna omicron, sy aja ga pernah pake masker selama smpe disini"" dengan bangga nya

YOU ARE THE FUCKING PROBLEM HERE",2022-02-02 15:21:50+00:00,yesthatdudee
690,ayo semangat awat mau offline,positif,Ayo semangat skinkeran dah mau luring hehe,2022-02-02 15:12:06+00:00,keselbatgw
691,anjing dong anjing prokes dilakuin baru hari buat kuliah offline terus online sudah waktu covid naik mikir salam mikir sedang apa pergih sial,positif,"Bangke tolong dong anjing prokesnya dilakuin, baru nyampe sehari buat kuliah luring terus dionlenin lagi dah pas copid naik, mikir woe mikir! Ngapain gua pegih sial😫😤 https://t.co/DdPBV01DKk",2022-02-02 15:03:11+00:00,usrnmestooshort
692,offline tidak_mau campur begitu pak mau jaring iya jaring mau offline iya offline kalau sih mau milih jaring,negatif,"Ptm ga mau diblended aja gt pak? Yang mau daring ya daring, yg mau luring ya luring. Kl boleh sih mau milih daring saja.",2022-02-02 14:46:48+00:00,zput
693,tidak_berani buat offline tidak_mau ambil resiko,negatif,@miunggii Msih blm berani buat luring gamau ambil resiko,2022-02-02 14:42:28+00:00,taetaexyy
694,jadwal offline tapi kayak bakal pulang sebentar karena covid surabaya lumayan,negatif,@collegemenfess jdwl ttp luring sie tp kayanya bakal dipulangin bntar lgi gegara omikrun di sby mayans,2022-02-02 14:34:07+00:00,powtabae
695,gantung jurus kamu jurus yang banyak praktik bakal ikut offline walaupun cuma hybrid stres lama lama praktik tidak_ pegang alat cara langsung,positif,"@collegemenfess Tergantung prodimu, di prodiku yang banyak praktik pasti bakal ikut luring (walaupun cuma hybrid). Stress lama lama praktik tapi enggak bisa pegang alatnya secra langsung.",2022-02-02 14:32:13+00:00,lfn_ts
696,orang tua doa anak jaring padahal anak derita dalam jaring orang tua derita kalau anak offline anak derita kalau offline,netral,Ortu berdo'a biar anaknya daring padahal anak menderita karena daring tapi ortu juga menderita kalo anaknya luring anak juga menderita sih kalo luring,2022-02-02 14:27:33+00:00,nimiesnupy
697,kalau ada kasus begini tidak_paksa wisuda offline takut banget,negatif,"klo udah ada cases gini, pls jangan dipaksa wisuda luring 🥺 takut banget 🥺",2022-02-02 14:26:02+00:00,6_ddalgicake
698,cuma mau offline sama tinggal kos masih tidak_tega ninggalin ibu sama adik sendiri rumah bagaimana cara bisa mantap berangkat kosan iya,positif,"[cm] aku mau luring sama ngekos, tp masih belom tega ninggalin mamah sama adekku sendiri di rumah 😭 gimana caranya biar bisa mantap berangkat ke kosan ya? 😭",2022-02-02 14:21:14+00:00,collegemenfess
699,kampus offline full angkat kamu,netral,@collegemenfess univku luring full angkatan 20/21 aja nder,2022-02-02 14:13:15+00:00,vancouev
700,ajar alam offline lama pandemi banyak ajar dapat ambil naik sistem didik depan,netral,"Belajar dari pengalaman PTM selama pandemi, ada banyak pelajaran yang dapat diambil untuk meningkatkan sistem pendidikan ke depannya.",2022-02-02 14:24:24+00:00,PemikirObjektif
701,semangat sekolah baik cara online maupun offline penting semangat ajar,netral,"Semangat bersekolah, baik secara online maupun offline. Yang penting adalah semangat belajar kita.",2022-02-02 14:13:45+00:00,AnakCeria
702,para didik offline beri sempat beri ajar lebih personal dalam tiap siswa,netral,"Bagi para pendidik, PTM memberikan kesempatan untuk memberikan pengajaran yang lebih personal dan mendalam kepada setiap siswa.",2022-02-02 14:14:13+00:00,GuruTulus
703,sikap offline bijak perhati aspek sehat selamat semua pihak libat,netral,"Menyikapi PTM dengan bijak, dengan memperhatikan aspek kesehatan dan keselamatan semua pihak terlibat.",2022-02-02 14:20:16+00:00,OrangTuaCermat
704,perintah perlu laku evaluasi seluruh hadap lanjut offline jaga aman kualitas didik,netral,Pemerintah perlu melakukan evaluasi menyeluruh terhadap keberlanjutan PTM demi menjaga keamanan dan kualitas pendidikan.,2022-02-02 14:24:24+00:00,PengamatPendidikan
705,praktikum offline waktu dekat terus harus apa di kosan,netral,"praktikum luring dalam waktu dekat. terus aku harus apa ini di kosan? :""",2022-02-02 14:05:22+00:00,collegemenfess
706,asa satu teman demen suka hakim banget segala situasi boom iya benar bukti waktu sudah offline,netral,"Gue udah firasat ini satu temen gue demenannya judgemental banget di segala situasi. Dan boom, iye bener kebukti pas udah luring:)))",2022-02-02 13:45:13+00:00,825ist
707,perdana uir gelar wisuda offline pandemi landa,netral,"Perdana, UIR Gelar Wisuda Luring Pasca Pandemi Melanda https://t.co/MXEL6dEUpF https://t.co/3knF5aWoVa",2022-02-02 13:45:03+00:00,MedialokalCo
708,sumpah seram meng tidak_offline sudah toro semua kelompok takut anjing,negatif,"@biutiblender sumpah ngeri meng, aku grg luring iki wis ketoro kabeh sirkelan e. wedi njierrr😭",2022-02-02 13:44:59+00:00,semangskuyy
709,offline dulu sayang baru on iya,netral,"@asha_ryuu Luring aja dulu beb, baru on lgi ya",2022-02-02 13:41:21+00:00,hndryjhx_
710,asli saya takut banget waktu waktu kelas waktu dosen bilang akhir offline kalau offline beda kalau kaya waktu zoom kasih tahu enak offline sama kalau offline tanggung jawab lebih berat waktu rumah pikir kalau sebentar pj,negatif,"asli ini aku juga takut bgt, pas waktu di kelas pas dosen bilang akhirnya luring nanti kalo luring beda kalo kaya pas zoom blabla dikasih tau enaknya luring sama kalo luring tanggungjawab lebih berat. pas sampe rumah kepikiran kalo ntar pjj lagi:(((",2022-02-02 13:29:49+00:00,jellydrinnk
711,tiba kuliah offline,negatif,kenapa tiba2 kuliah luring....,2022-02-02 13:27:10+00:00,markshjellow
712,hai aling offline,netral,@pshftz hi aling luring,2022-02-02 13:25:13+00:00,nrkiftz
713,kalau kamu tidak_adik val koas dulu kamu tahap offline baru mulai,netral,"@marrymedarlaa Kalau kau blom dek val, koas dulu kau sampe tahap luring, baru dimulai itu 🤣🤣",2022-02-02 13:24:40+00:00,idrisrisid
714,iya tuhan praktikum offline takut banget,negatif,Ya Allah praktikum luring TAKUTT BGT,2022-02-02 13:23:57+00:00,markshjellow
715,iya makanya tadi pak kakak bilang offline deadline soal hari senin didik kampus untung kuro waktu hari senin tidak_ikut offline jadi moga gp,negatif,"@dodokyum Iyah :"") makanya td pak koko bilang luring dl soalnya hari senin dia ngajar ke kampus.. Untungnya kuroo waktu hari senin itu gaikut yg offline jd semoga aj gpp :"")))",2022-02-02 13:19:14+00:00,hahheoheh
716,saya takutin lama kuliah offline jam,negatif,"Yg gua takutin selama ini:)))) ""kuliah luring jam 7"" 🥲 https://t.co/4s3pYQZn0o",2022-02-02 13:15:32+00:00,rnwngxx
717,upi buat ikut kampus ajar terus mata kuliah tidak_ konversi sama betul offline kalian bagaimana undur diri diri lanjut ini,netral,"!upi Buat yang ikutan kampus mengajar terus ada matkul yang ga bisa dikonversi sama kebetulan harus luring, kalian gimana ? Ngundurin diri atau lanjut aja nih??",2022-02-02 13:09:18+00:00,UPIfess
718,basekun on tidak_jadi istirahat apa iya mau siap offline jauh benar pilih,netral,"basekun on, gak jadi rest apa yaa, tapi w mau persiapan luring, adohhh benar pilihan sulit",2022-02-02 13:07:58+00:00,kedaisushitei
719,tidak_siap offline,negatif,Belum siap luring:((,2022-02-02 12:58:51+00:00,babanglucass
720,kampus banget iya kampus belah balik online masa mau tetep offline ayo online sayang,negatif,"Yubi tolong banget nih ya, univ sebelah balik online lagi, masa Anda mau tetep luring😗😗

Yuk online lagi say",2022-02-02 12:58:04+00:00,heuheuhw
721,offline tu apa lurus mirip chuaks,netral,@stareathy luring tu apa? lurus mirip chuaks,2022-02-02 12:56:39+00:00,jngnbnyktnya
722,mulai rasa campur aduk putus offline harap moga semua jalan baik,netral,Mulai merasa campur aduk dengan keputusan PTM. Harapannya semoga semua berjalan dengan baik.,2022-02-02 12:33:39+00:00,PendidikNetral
723,sekolah offline online semua milik lebih kurang masing masing kita dukung offline sadar waspada,netral,"Sekolah offline atau online, semuanya memiliki kelebihan dan kekurangan masing-masing. Mari kita dukung PTM dengan kesadaran dan kewaspadaan.",2022-02-02 12:34:39+00:00,SiswaBerpikir
724,sambut offline harap besar anak anak butuh interaksi sosial alam nyata,netral,Menyambut PTM dengan harapan besar. Anak-anak butuh interaksi sosial dan pengalaman nyata.,2022-02-02 12:45:39+00:00,BapakOrtuRendah
725,kenang masa masa offline dulu moga segera kembali sekolah aman,netral,"Mengenang masa-masa PTM yang dulu, semoga segera bisa kembali ke sekolah dengan aman.",2022-02-02 12:46:39+00:00,SukaBelajar_
726,siap sambut offline butuh kerja keras kolaborasi semua pihak sama sama hadap,netral,Persiapan menyambut PTM membutuhkan kerja keras dan kolaborasi semua pihak. Mari bersama-sama menghadapinya.,2022-02-02 12:22:39+00:00,WahyudiGuru
727,hallo cuma kesini mau istirahat sebentar iya soal mau masuk giat offline harus siap dulu kondisi kurang kena akhir akhir tapi saya balik bawa beberapa buku iya semangat,netral,"hallo, aku cuman kesini, karena mau rest bentar yaa, soalnya udh mau masuk kegiatan luring, aku harus persiapan dulu, dan kondisi kurang mengenakan akhir-akhir ini, tapi pasti aku balik, bawa beberapa au juga yaaa, semangat!!",2022-02-02 12:54:11+00:00,kedaisushitei
728,tidak_kakak praktikum dua offline ada yang jaring,netral,"@pritibicis Engga, Kakk. Praktikumnya dibagi dua gitu ada yang luring ada yg daring",2022-02-02 12:51:15+00:00,herschour
729,benar tidak_apa apa balik dalam jaring sudah percaya diri banget offline tahu sendiri tidak_atur,negatif,"Nahkan belum apa apa udah balik 50% lagi daring. Lagian udah pede banget 100% luring, tau sendiri sulit diatur",2022-02-02 12:51:12+00:00,drippgin
730,iya begitu masih jaring kamu bagaimana offline ngomong-ngomong semangat periode depan moga tidak_botak,positif,@molofit IYAKAN udah gitu aku masih daring :( kamu gimana udah luring kah?? btw semangatt 1 periode ke depan semoga ngga botak T___T,2022-02-02 12:50:41+00:00,jaemcorps
731,pulang teman kuliah offline batal kwkwokwow,netral,"Pulkam ges. Kuliah luring batal, kwkwokwow",2022-02-02 12:43:50+00:00,shirei32
732,hari mungkin hari offline akhir beberapa waktu,positif,walau hari ini kemungkinan hari luring terakhir dlm beberapa waktu,2022-02-02 12:36:17+00:00,fayyiflam
733,hai nad untung dalam jaring kalau offline paling tambah mahasiswa tertawa,negatif,"@nadjen024 Haii nadd, untung masih daring kalau luring paling ada nambah mahasiswa xixixi",2022-02-02 12:35:36+00:00,onyoursun_
734,upnsby barang kali yang offline tidak_ kos ganti kos jarak kamu menit kampus harga toilet fasilitas lengkap kos cewek iya,netral,-upnsby barang kali ada yang luring tapi belum dapet kost bisa gantiin kost aku. jarak 3km 8menit dari upn harga 750 kamarmandi dalam fasilitas lengkap. Untuk kost cewek ya,2022-02-02 12:31:19+00:00,YUPIEN_FESS
735,sekolah alias smadka tidak_ uang positif asa di pj in kampus siswa yang positif masih offline anjing maksud bagaimana,positif,"sekolah w alias smadka gaada yg positif perasaan tp di pjj in, ugb siswanya ada yg positif tp masih luring anjir mksdny gimana",2022-02-02 12:27:29+00:00,bioloigy
736,dips irs kirim mata kuliah praktikum ruang laboratorium padahal lain jaring maksud praktikum offline apa bagaimana ngomong-ngomong prodi tidak_ informasi sama sekali,netral,"-dips!
Di IRS sender ada matkul praktikum ruangnya ""lab ..."" padahal yang lain daring, itu maksudnya praktikumnya luring apa gimana deh? anw dari prodi belom ada info samsek",2022-02-02 12:26:08+00:00,undipmenfess
737,moga bikin pelan pelan kamu sidang jaring offline tanya wajib biasa kalau tema tarik sampai tanya isi paham kamu pribadi masalah skripsi semangat semangat,netral,"@creekpy Aamiin, bikinnya pelan-pelan. Kamu sidangnya daring atau luring?

Pertanyaan wajib biasanya 4, kalo temanya menarik bisa sampe 9 pertanyaan yang isinya pemahaman kamu pribadi tentang masalah di skripsimu. Semangat, semangat 😄",2022-02-02 12:03:07+00:00,YOUTH4649
738,tetap offline kamu mana banyak banget langgar prokes guru punya nomor aksi betul daerah mulai zona merah rasa mau banget buat to jaring,negatif,"@schfess Stay luring nder. Mana banyak banget pelanggaran prokes dan gurunya have no action, kebetulan daerahku udah mulai zona merah lagi:) rasanya pengen banget buat back to daring:)",2022-02-02 11:51:16+00:00,studyhanaa
739,temu rangka rindu kuliah offline er,positif,@Asmodeus___01 silaturahmi dlm rangka kangen kuliah luring er hehe,2022-02-02 11:41:11+00:00,ludvynsky
740,masalah mahasiswa luar jawa suruh offline suruh tanda tangan surat nyata mana surat nyata sebut salah satu poin bunyi apabila mahasiswa papar tanggung biaya obat mahasiswa sendiri,negatif,"@iwanbelajartwit @nuicemedia Masalahnya mahasiswa luar jawa juga disuruh luring. Dan disuruh menandatangi surat pernyataan, yang mana surat pernyataan tsb salah satu poinnya berbunyi apabila mahasiswa terpapar c19, yang nanggung biaya pengobatan mahasiswa sendiri",2022-02-02 11:28:24+00:00,userintoJ
741,tiap bicara in tidak_jadi offline kea anjing sakit hati duluan,positif,tiap ngmg in gajadi luring tuh kea ANJRITTTT SAKIT ATI DULUAN,2022-02-02 11:16:57+00:00,sugarplumlokal
742,kayak uner kalau offline begitu alias tunggu tumbal dulu baru balik jaring,netral,"@airlanggafess kayanya uner (kalo fix luring) jg gt, alias nunggu ""tumbal"" dulu baru balik daring lg",2022-02-02 11:16:45+00:00,nananetcitizen
743,rencana offline semester depan mulai pikir ini kayak,negatif,Yang rencananya luring semester depan mulai pikir² lagi nih keknya,2022-02-02 11:08:51+00:00,riddo_angger
744,offline masa pandemi buat beban psikologis siswa makin berat tidak_ alternatif,positif,PTM di masa pandemi membuat beban psikologis siswa semakin berat. Apakah tidak ada alternatif lain?,2022-02-02 11:09:51+00:00,MentalHealthMatters
745,banyak sekolah jadi kelompok covid offline risiko tetap abai,positif,Sudah banyak sekolah yang jadi klaster Covid-19 karena PTM. Mengapa risiko ini tetap diabaikan?,2022-02-02 11:10:51+00:00,InfectedClassroom
746,aku rasa ajar offline pandemi hanya buang buang waktu online lebih efektif aman,positif,Saya merasa pembelajaran offline saat pandemi ini hanya membuang-buang waktu. Online lebih efektif dan aman!,2022-02-02 11:11:51+00:00,LearningLost
747,offline taruh nyawa semua benar benar banding manfaat,positif,PTM adalah taruhan nyawa. Apakah semua ini benar-benar sebanding dengan manfaatnya?,2022-02-02 11:12:51+00:00,RiskingLives
748,aku ajar offline buat takut papar virus tidak_adil,positif,"Saya ingin belajar, tapi PTM membuatku takut terpapar virus. Ini tidak adil!",2022-02-02 11:08:51+00:00,DisappointedStudent
749,untung milih jaring offline on the way sedang jalan jaring neh mantap,negatif,Untung iso milih daring luring sip otw daring neh mantap,2022-02-02 11:08:39+00:00,Karnivorus05
750,kira minggu dalam jaring semua dulu nyata nyata ada aje offline praktikum mana besok,negatif,"aku kira minggu ini daring semua dulu, eh ternyata udh ada aje luring praktikum mana besok lagi 💆💆",2022-02-02 10:58:56+00:00,chaichash
751,jends cuaca sama pandemi kayak tidak_dukung offline,negatif,Jends cuaca sama pandemi kayanya ngga support luring nih,2022-02-02 10:53:40+00:00,Unsoedfess1963
752,iya tidak_sanggup offline,negatif,@hanyacowobiasa iy gk sanggup luring,2022-02-02 10:50:48+00:00,ninunenai
753,semester offline semester dalam jaring,netral,"@collegemenfess Semester 2 dan 4 luring, semester 6 dan 8 daring",2022-02-02 10:45:02+00:00,segiitiga
754,offline soal susun,netral,@collegemenfess luring soalnya lagi nyusun TA,2022-02-02 10:43:19+00:00,spideygurlll
755,cuma teman kalian sudah mulai kuliah kuliah jaring offline hybrid,netral,"[Cm] guys kalian yg udah mulai perkuliahan, kuliahnya daring, luring, atau hybrid?",2022-02-02 10:42:03+00:00,collegemenfess
756,masa informasi dadak offline,negatif,@UPIfess masa dapet info ddakan luring😭,2022-02-02 10:38:58+00:00,yaudasibebas
757,nyata yang offline,netral,eh ada yg harus luring 1,2022-02-02 10:38:08+00:00,yaudasibebas
